SubhaloID,"$M_{gas},M_{\odot}$","$M_{stellar},M_{\odot}$","$M_{DM},M_{\odot}$",$R_{1/2M_{sub}}$(kpc),SFR($M_{\odot}/yr$),$V_{max}$(km/s),$\sigma_v$(km/s),M,z,$R_{1/2M_*}$
19224,4960476000.0,7229903400.0,60502974000.0,8.366824,4.3515844,140.93352,81.73115,72703040000.0,1.744,2.5544653
19228,6802253300.0,7970643000.0,38692303000.0,7.4820223,3.1327171,133.29541,70.51995,53478790000.0,1.744,2.2270584
19235,2257313000.0,274403740.0,17441552000.0,8.618411,0.14754991,71.83519,46.465286,19973267000.0,1.744,2.317587
19247,1098795900.0,331034660.0,2403494100.0,2.3619301,0.5713773,62.65314,36.82261,3833324500.0,1.744,2.3678198
27058,120783946000.0,82810820000.0,1102316700000.0,40.992325,57.169582,673.08923,181.1942,1305911500000.0,1.744,0.43104902
27059,90260370000.0,129496826000.0,442215200000.0,11.688677,75.19417,606.19556,224.0682,662283700000.0,1.744,2.4286685
27060,72026235000.0,14685859000.0,399595700000.0,32.474384,21.389688,194.07875,113.48731,486322540000.0,1.744,2.575892
27062,33757012000.0,7010464300.0,172765710000.0,23.345415,7.308587,155.04431,83.94719,213545830000.0,1.744,2.20207
27063,12625629000.0,6708335000.0,51998867000.0,7.2809777,8.032527,156.1213,92.96442,71348716000.0,1.744,1.1644207
27065,4801856000.0,1141277200.0,27469343000.0,8.037827,0.49202797,95.83566,56.121643,33416014000.0,1.744,1.6387615
27066,3189429800.0,917762800.0,27386310000.0,7.207279,0.8077731,97.04772,59.767933,31493499000.0,1.744,2.1836646
27068,2187778800.0,292785760.0,24680620000.0,10.521115,0.18143728,74.775055,45.681664,27161184000.0,1.744,1.9773502
27071,2389277700.0,1017053630.0,12069196000.0,4.587517,0.6212922,86.902565,51.009468,15475528000.0,1.744,1.969299
27072,1212561700.0,780419140.0,16127050000.0,5.960739,0.64598316,81.033295,49.015354,18120030000.0,1.744,1.8108448
27073,1206042800.0,309131970.0,11315524000.0,5.279345,0.36371326,72.71472,47.06712,12832079000.0,1.744,1.1311303
27075,1596699100.0,378742080.0,7192786000.0,3.7654185,0.5859758,72.816505,45.209618,9169825000.0,1.744,2.151678
32780,21936908000.0,75859660000.0,171735240000.0,5.493776,47.380447,699.8269,221.43587,269767590000.0,1.744,0.35793594
32781,26202739000.0,4532598000.0,176493230000.0,19.32575,11.400062,154.06335,95.1566,207236940000.0,1.744,2.8770323
32782,7661410300.0,22065398000.0,43703476000.0,2.8983595,15.800021,294.14157,135.94975,73486070000.0,1.744,0.917877
32783,18139447000.0,3778652700.0,107425790000.0,16.067434,5.7034383,135.95705,78.92802,129348510000.0,1.744,3.0848103
32784,6684337700.0,520542460.0,74931660000.0,18.727152,0.6232313,97.54839,63.099213,82138250000.0,1.744,1.9863372
32786,5210947600.0,400146300.0,36835123000.0,13.141708,0.365775,83.41572,50.519764,42447820000.0,1.744,2.019986
32789,784205400.0,4040938500.0,11791957000.0,2.9270692,1.7519362,140.57362,68.44119,16628478000.0,1.744,0.9467261
32790,3403489000.0,1518037800.0,14656911000.0,4.554737,1.9725744,98.7869,61.752064,19581841000.0,1.744,1.7529371
32791,1990550300.0,628306800.0,25848110000.0,8.162656,0.49569467,87.01437,53.670376,28469307000.0,1.744,1.7484148
32793,1717672700.0,336110080.0,16563554000.0,6.787651,0.5031904,76.91914,49.99014,18617336000.0,1.744,1.7437073
32796,1028912900.0,503746240.0,6852476000.0,3.9384885,0.40628573,67.99633,40.469776,8385134600.0,1.744,1.6789578
32805,801473660.0,628220000.0,1099427200.0,0.7078693,2.270214,88.09545,45.10751,2529121000.0,1.744,0.44506636
36665,527946800000.0,159068950000.0,5306239000000.0,119.08484,68.88243,499.0253,223.78568,5993255000000.0,1.744,4.7923098
36666,98949420000.0,109583620000.0,1198859400000.0,34.75988,13.985896,780.9054,197.75314,1407871900000.0,1.744,0.4250115
36667,26881294000.0,116156890000.0,466897600000.0,12.284608,15.520256,702.34717,238.2326,610336830000.0,1.744,0.6399844
36668,16377696000.0,3263289000.0,94056150000.0,14.430671,1.9970129,132.07603,78.62407,113702340000.0,1.744,2.9519844
36669,11856005000.0,1529694600.0,61557035000.0,13.709964,1.2215385,109.05921,61.875763,74946716000.0,1.744,2.7835271
36676,1476489300.0,210964020.0,11294652000.0,7.4462123,0.18520062,61.55479,35.57882,12983664000.0,1.744,2.883403
36683,502918500.0,140123970.0,9434746000.0,5.191423,0.11529056,64.96222,40.22577,10077789000.0,1.744,1.5113848
40464,654346750000.0,272671390000.0,5375366000000.0,92.492966,127.60196,662.515,244.12881,6302967000000.0,1.744,4.1401143
40465,73706810000.0,23905300000.0,481209250000.0,29.428915,20.447144,219.56136,125.451546,578865800000.0,1.744,3.246813
40466,51405967000.0,14188856000.0,214602000000.0,21.052015,12.097762,169.23009,100.86253,280216270000.0,1.744,2.8930814
40467,47730330000.0,8263767000.0,245388690000.0,26.412952,8.65866,165.0322,95.366974,301391450000.0,1.744,3.3053482
40468,5432705000.0,15929466000.0,71079805000.0,6.341457,3.904615,198.07713,109.38088,92489380000.0,1.744,1.7065679
40469,16352050000.0,4830810600.0,75507910000.0,10.3390665,5.1949563,146.04623,83.56547,96704290000.0,1.744,2.36973
40470,5768763400.0,6424068600.0,98916680000.0,12.451386,2.442286,161.60942,86.01297,111134580000.0,1.744,0.9377911
40471,1478924800.0,16886900000.0,21065624000.0,1.6326813,3.0150468,297.09714,122.38968,39500825000.0,1.744,0.5024898
40472,8830244000.0,2030694300.0,39849357000.0,10.6089945,1.1916785,108.11655,57.38766,50711888000.0,1.744,1.4807538
40473,6600569000.0,1193436900.0,27615451000.0,7.131261,1.4834877,103.886505,62.97916,35412005000.0,1.744,2.6141772
40475,1988171600.0,618744450.0,19374057000.0,6.6469016,0.4571656,85.30101,50.574482,21982830000.0,1.744,1.0659621
40486,954443600.0,153130190.0,9941581000.0,5.9992237,0.10546939,63.001614,39.379425,11049155000.0,1.744,1.3766161
40495,563141700.0,417886660.0,2569111300.0,1.6699084,0.354823,69.1814,41.22348,3550139600.0,1.744,1.1396599
44269,624863540000.0,303736980000.0,5355665000000.0,90.83631,80.107,828.0439,253.28395,6284727300000.0,1.744,2.5588918
44270,20707283000.0,39707990000.0,236225740000.0,11.045206,9.192953,471.9009,162.1405,296823100000.0,1.744,0.47549838
44271,42874585000.0,5012605000.0,291301500000.0,32.696934,6.978832,149.47366,95.83046,339200100000.0,1.744,1.6913788
44272,13626764000.0,4220809700.0,42151666000.0,7.2070403,8.222792,134.92767,86.10079,60004835000.0,1.744,2.9501758
44273,1296577400.0,12770147000.0,6965458400.0,0.96831274,3.852656,229.55899,107.63871,21085730000.0,1.744,0.7438782
44274,3589318100.0,1673390800.0,29945436000.0,6.849449,0.96192867,106.344864,67.260925,35212874000.0,1.744,1.9534109
44275,3057688600.0,977624800.0,28084625000.0,7.792168,2.036351,98.67328,57.05823,32122320000.0,1.744,1.0338676
44276,3307971600.0,1403209100.0,20285180000.0,7.5165987,1.3061842,85.99774,51.20266,24999539000.0,1.744,3.0173347
44277,2802517200.0,1295115600.0,15218649000.0,5.609349,0.80731744,86.385925,48.735752,19320383000.0,1.744,2.1209066
44278,2144234000.0,750933700.0,19723895000.0,6.885073,0.5459464,84.18239,52.71759,22619064000.0,1.744,1.8975757
47416,57026884000.0,68454250000.0,480627100000.0,16.919842,58.09215,348.0963,174.69437,606212850000.0,1.744,2.4767845
47417,25206307000.0,8293724000.0,129381660000.0,15.17632,7.921387,159.37512,92.90451,162890420000.0,1.744,2.39749
47423,1141385000.0,2119452900.0,4794283000.0,1.62739,1.8713491,112.30158,55.801888,8055120400.0,1.744,0.87310416
50720,566440900000.0,214197750000.0,4567617000000.0,93.29768,88.53903,585.0438,227.93088,5348538000000.0,1.744,4.276947
50721,70829770000.0,28443404000.0,409511000000.0,32.54596,14.18345,315.73093,117.29139,508871050000.0,1.744,0.9375948
50722,4189128000.0,38570960000.0,135178265000.0,6.6183844,7.5945697,355.97372,147.31204,178034440000.0,1.744,1.0442599
50723,25338940000.0,4401746400.0,140653170000.0,17.891294,4.3778253,144.47,85.20415,170402990000.0,1.744,2.3301494
50724,22658302000.0,2884504300.0,114537360000.0,21.753355,4.0076585,124.93626,72.12173,140084530000.0,1.744,2.0919406
50725,12334904000.0,5112116700.0,37083320000.0,6.7861214,7.129359,132.02324,75.207184,54537073000.0,1.744,3.4149122
50727,3836482800.0,511793800.0,15941014000.0,6.3243313,0.46341,85.18455,51.66972,20289288000.0,1.744,2.970887
50728,2857473800.0,891206140.0,8009075000.0,3.5484614,1.6912001,86.37743,56.01832,11759357000.0,1.744,2.3313525
50734,1784170000.0,164564590.0,4371845000.0,3.6758416,0.62438244,61.131294,37.80592,6320579600.0,1.744,1.4343299
50736,879805700.0,297067870.0,5813397000.0,3.3228297,0.2620231,68.29427,42.51601,6992048600.0,1.744,0.95499337
53801,296727600000.0,54026064000.0,2367938000000.0,102.647194,32.876614,299.66025,167.13597,2718774900000.0,1.744,2.6783159
53802,121764510000.0,95159980000.0,779938960000.0,24.902515,47.491104,442.64435,188.30743,997044650000.0,1.744,3.3922472
53803,68933526000.0,59986250000.0,751517240000.0,28.802696,25.624252,442.00803,169.69969,880633000000.0,1.744,0.98405063
53804,49366544000.0,53568238000.0,309428620000.0,13.5113535,33.37889,357.68597,159.44447,412479260000.0,1.744,2.2533655
53805,19226690000.0,30827390000.0,114446600000.0,7.225128,16.422287,292.63342,141.19244,164582130000.0,1.744,1.4512137
53807,2666122200.0,918125000.0,9203789000.0,3.6269383,1.2989614,88.55719,55.16917,12790820000.0,1.744,2.0060356
53808,1122564900.0,2449760300.0,2541886500.0,0.5374594,7.555287,157.22401,81.61938,6128969000.0,1.744,0.38352844
53811,1209772800.0,1076286300.0,6749475300.0,3.0313187,0.68187034,80.68176,48.771473,9035534000.0,1.744,1.3869654
56387,514592300000.0,265794700000.0,5311716400000.0,71.97229,119.52619,714.03455,276.1158,6092583600000.0,1.744,2.2628071
56388,26819518000.0,9710198000.0,179116790000.0,18.253304,5.3710036,165.28209,92.124725,215666620000.0,1.744,2.4816658
56389,2400555500.0,23899850000.0,28643185000.0,1.2507334,7.716187,329.52963,163.20644,55078908000.0,1.744,0.5849085
56390,10441875000.0,16872580000.0,24677446000.0,2.6456323,34.455906,244.37796,131.66779,52038357000.0,1.744,1.0991272
56392,1992778100.0,5891152400.0,3011967500.0,0.4588426,21.034243,226.65852,112.94554,10918513000.0,1.744,0.33469632
56398,575324000.0,749394300.0,7772673500.0,3.2176702,0.41454625,79.1905,48.4859,9097392000.0,1.744,1.3916941
59176,10984758000.0,3295631600.0,75243830000.0,10.00239,3.8137858,139.54959,80.7148,89530245000.0,1.744,3.4665189
59177,6964480500.0,587463500.0,42202030000.0,15.812818,0.25976396,84.46125,46.50464,49756040000.0,1.744,1.536096
59181,2059560400.0,240913310.0,17518236000.0,8.853465,0.30811733,69.608604,43.847218,19818710000.0,1.744,2.781092
61594,494792600000.0,254950620000.0,4745200700000.0,86.74747,41.645054,711.87445,243.64865,5495276400000.0,1.744,4.0998073
61597,4600857600.0,8326028000.0,31267200000.0,4.1654444,3.0889666,162.02843,89.15688,44211802000.0,1.744,1.2606324
61598,4292503300.0,408889380.0,19701662000.0,8.904241,0.3433419,77.20479,44.210144,24403055000.0,1.744,1.8442923
61603,76557490.0,3247157500.0,32215982.0,0.16036488,1.3605518,219.77686,80.40479,3355931100.0,1.744,0.16013843
63633,228731360000.0,167863910000.0,2991106300000.0,69.365295,25.027225,738.21674,216.8091,3388191800000.0,1.744,1.7008779
63634,200810950000.0,72039965000.0,1411399000000.0,47.3516,105.447525,310.22998,171.14304,1684327500000.0,1.744,3.6789043
63635,40149410000.0,9207043000.0,254668260000.0,23.70167,12.200519,169.98277,101.45991,304044700000.0,1.744,2.4562519
63636,6254934000.0,1121687900.0,63181447000.0,13.538364,0.7266973,106.0859,65.88507,70562110000.0,1.744,1.1505738
63637,6796173300.0,5493420500.0,27145370000.0,5.95276,2.4291034,120.54445,68.54101,39442880000.0,1.744,2.9022007
63638,3515707600.0,9069721000.0,11144915000.0,1.7398862,7.0562015,181.38492,103.575745,23752477000.0,1.744,1.0375007
63639,4708726000.0,769196740.0,45253476000.0,14.03557,0.34816736,88.3328,51.50413,50734137000.0,1.744,2.0580947
63641,1538818300.0,209727360.0,14767625000.0,7.2144585,0.22639228,70.19964,42.665577,16516171000.0,1.744,1.0957842
63647,393565440.0,215064240.0,6438206000.0,4.184334,0.14002453,60.56367,39.46556,7046835000.0,1.744,1.3061687
63656,160888560.0,624445300.0,274516480.0,0.2981549,0.515915,89.39413,39.26265,1059850430.0,1.744,0.27005497
66243,4301638000.0,45290220000.0,38213603000.0,1.3039061,12.012222,462.61856,203.3591,87997235000.0,1.744,0.54568064
66245,8001260000.0,3323057000.0,33634849000.0,8.090454,3.241265,110.42665,68.00937,44962390000.0,1.744,4.5802155
66246,4922788400.0,845689700.0,45392773000.0,13.2465,0.666878,91.3615,53.786686,51162590000.0,1.744,1.5990732
66247,7137514500.0,1221434000.0,28440816000.0,11.270183,3.0546973,84.420364,57.481934,36799762000.0,1.744,5.7516174
66248,3421886500.0,276267870.0,29536160000.0,11.36088,0.27588955,79.77516,47.05904,33234311000.0,1.744,1.4871012
66249,2222983200.0,849563650.0,7734559000.0,4.1415334,1.9981483,81.05921,47.40298,10810403000.0,1.744,1.225128
68516,355716920000.0,333394500000.0,4489098600000.0,70.07813,45.62971,772.0995,254.31114,5178899000000.0,1.744,4.5290074
68517,56871570000.0,15996092000.0,339903580000.0,24.982922,17.502804,198.6292,111.49981,412790520000.0,1.744,5.027301
70457,512292550000.0,158736220000.0,4264672600000.0,78.742676,148.05548,589.9724,254.56949,4935871000000.0,1.744,3.0351956
70458,922143800.0,52719686000.0,8416539000.0,0.33577833,29.608334,631.47845,277.12265,62058373000.0,1.744,0.30472797
70459,8793847000.0,12676705000.0,56685160000.0,7.2779036,4.88849,178.4644,92.57127,78172810000.0,1.744,2.1588154
70460,8501726000.0,758527740.0,69766210000.0,17.630259,0.45835152,98.40039,60.055126,79029700000.0,1.744,1.6412864
70461,11211477000.0,4559268400.0,21374171000.0,4.7205477,9.201722,130.18192,79.62917,37155110000.0,1.744,2.4159377
70463,1515298000.0,146981170.0,10399865000.0,7.1008887,0.11325327,60.737175,36.426884,12062142000.0,1.744,1.3123668
72166,228812470000.0,168092580000.0,2920467400000.0,73.38555,46.154846,591.6584,202.12564,3317709400000.0,1.744,2.444388
72167,96534940000.0,50019602000.0,600393450000.0,25.932322,29.170103,322.3991,148.81288,747084450000.0,1.744,4.877598
72168,64225194000.0,28854712000.0,448255950000.0,27.31798,18.356823,246.9674,123.99201,541393060000.0,1.744,2.3770664
72171,1597355800.0,399393730.0,13114173000.0,6.6011286,0.21472807,70.76959,44.646786,15112617000.0,1.744,2.6476293
74432,319407030000.0,194469000000.0,3865970500000.0,70.32096,17.323353,705.73047,242.58818,4380183000000.0,1.744,2.2573185
74433,50772558000.0,19561218000.0,294230400000.0,27.692135,10.676662,241.04337,106.42633,364629750000.0,1.744,1.0958054
74434,21045770000.0,4266961200.0,115106810000.0,14.505888,6.4990587,146.2098,86.184006,140428740000.0,1.744,3.7478359
74435,7312112600.0,8095054300.0,34183428000.0,3.6503863,11.895777,171.52199,104.10581,49604727000.0,1.744,2.1003816
74436,7944849400.0,3999166500.0,19877716000.0,5.852827,2.1564307,112.175,62.88748,31830168000.0,1.744,2.0718367
74437,7296981000.0,3466320000.0,24245023000.0,4.1900783,4.181655,134.5048,77.4427,35017343000.0,1.744,2.0809295
76551,405038100000.0,112528220000.0,3487467600000.0,86.05608,59.15055,678.38525,215.30023,4005389400000.0,1.744,0.6136587
76552,24436111000.0,6630499300.0,152402030000.0,21.74166,4.292337,157.12698,79.80792,183488700000.0,1.744,1.2260002
76553,15810849000.0,2891355600.0,92982130000.0,9.930905,9.045535,155.75253,107.529015,111687450000.0,1.744,2.6135492
76554,16512194000.0,1887504300.0,89627590000.0,17.50927,3.1343439,115.831955,70.262314,108031800000.0,1.744,2.0792825
76555,6110891500.0,1122541400.0,28989848000.0,7.934355,1.2718954,100.202774,64.04816,36226050000.0,1.744,1.7804804
76556,3837678800.0,2877355500.0,21415916000.0,5.539841,1.3071758,105.839615,63.51654,28137017000.0,1.744,2.299745
76557,5361309700.0,419520900.0,29036583000.0,11.406229,0.34581402,81.110596,47.789585,34817417000.0,1.744,2.308745
76558,5297067000.0,763293000.0,7664228400.0,5.9982963,1.3160927,71.07953,42.832333,13726408000.0,1.744,4.0590954
76563,2118815100.0,217363710.0,11757926000.0,8.085516,0.13207917,61.905712,35.996037,14094106000.0,1.744,1.1659118
76564,1248165600.0,540374600.0,12976689000.0,4.872469,0.36707518,80.923355,47.83145,14766937000.0,1.744,1.1269349
76584,276076960.0,244067650.0,433327680.0,0.43015566,0.767208,73.56576,40.01151,957068740.0,1.744,0.37444815
79463,452542760000.0,136183685000.0,3543266200000.0,76.46448,170.92355,556.9761,234.4383,4132196300000.0,1.744,6.031555
79464,24403966000.0,45577187000.0,105165234000.0,4.8297305,27.89257,427.65567,174.91376,175294510000.0,1.744,0.6501651
79465,3764632000.0,26949382000.0,7235891000.0,0.5225588,65.14322,400.0176,194.62926,38056110000.0,1.744,0.4203106
79469,634525600.0,912094200.0,7194147300.0,4.1264577,0.40209883,68.50325,46.862186,8740767000.0,1.744,1.6840914
79470,1346062000.0,295375260.0,8566274600.0,4.4721603,0.41237026,71.01393,46.911255,10207712000.0,1.744,2.0361328
79471,349772580.0,2628844000.0,26317282.0,0.14076862,6.6853313,215.19034,57.94135,3004934000.0,1.744,0.1318396
81233,328899800000.0,102300150000.0,2554122200000.0,72.51528,97.82545,466.78894,194.94087,2985439800000.0,1.744,2.978505
81234,55763950000.0,24292174000.0,388513900000.0,28.637592,16.232101,216.33649,113.86771,468595380000.0,1.744,3.386389
81235,54445600000.0,16292750000.0,379313720000.0,30.219036,9.97376,190.76411,110.72197,450070700000.0,1.744,3.2342765
81236,7020615000.0,34127004000.0,14895130000.0,0.74800885,44.976295,440.2638,206.32823,56183013000.0,1.744,0.4392007
81237,16881096000.0,3261420000.0,97132550000.0,14.681686,7.6425977,135.04825,82.488655,117283160000.0,1.744,1.7958354
81238,4558361000.0,8464353300.0,21075153000.0,3.4200037,2.9796603,146.56984,84.59905,34120677000.0,1.744,2.5144124
81240,4107753200.0,884351800.0,19231128000.0,6.3230863,0.989166,91.01199,53.280613,24223232000.0,1.744,2.5189884
81241,2391643400.0,1936586900.0,16278601000.0,3.6573105,1.0164661,110.309105,66.208664,20611766000.0,1.744,1.8040832
81242,2043811600.0,134290460.0,13051557000.0,7.9538345,0.12199958,64.23547,36.363426,15229658000.0,1.744,2.0396256
83085,376304730000.0,116162730000.0,2791539000000.0,61.208237,62.062893,476.74277,225.04079,3284281300000.0,1.744,3.4698784
83086,32180896000.0,2053950000.0,211614090000.0,32.3143,1.9232796,130.50156,79.952515,245853600000.0,1.744,2.3000197
83087,20652564000.0,19309474000.0,26740175000.0,3.306626,40.008644,223.39531,135.04858,66733690000.0,1.744,1.6328413
83088,5579395600.0,1098800300.0,52433560000.0,13.132554,0.9338156,98.46716,61.162067,59114373000.0,1.744,1.0026664
83089,7278327300.0,1579683300.0,37246214000.0,8.782681,1.3608435,106.29041,65.01806,46107845000.0,1.744,3.1625714
83090,4584007700.0,227244320.0,23026715000.0,10.131051,0.15606877,76.94513,44.784462,27839359000.0,1.744,1.8151594
83091,2946489900.0,212443230.0,13051104000.0,8.204891,0.2037897,65.401306,40.774662,16210037000.0,1.744,1.6082512
83104,232341810.0,145632220.0,1477397800.0,1.6096174,0.12001037,50.02887,30.38772,1855371900.0,1.744,0.8819967
85005,375729780000.0,142491750000.0,2746738800000.0,69.91414,48.27948,662.14355,209.9831,3265366000000.0,1.744,1.3333632
85006,10301113000.0,27901008000.0,69910500000.0,3.7370317,11.937889,385.11087,156.95361,108262230000.0,1.744,0.47194806
85007,3972072200.0,449479170.0,27279225000.0,10.758777,0.2880048,79.82988,48.72172,31700775000.0,1.744,1.8313099
85008,2654882000.0,395865860.0,23151040000.0,9.036354,0.47138736,79.094444,49.028004,26201790000.0,1.744,1.9823366
85009,3351730200.0,259948080.0,20740286000.0,8.866928,0.2108296,76.97602,45.914448,24351965000.0,1.744,1.5896351
86527,327297700000.0,112245490000.0,2594408800000.0,76.089775,64.41079,540.5358,192.06662,3034168700000.0,1.744,2.2968943
86528,15150740000.0,35423515000.0,280515020000.0,15.388285,12.398507,309.8583,140.13582,331184800000.0,1.744,1.1857787
86529,5690680300.0,13635416000.0,48954683000.0,5.135236,7.013715,179.63208,99.69519,68297760000.0,1.744,1.8402203
87876,339142100000.0,91882730000.0,2518020300000.0,67.30522,48.815845,588.5347,203.10406,2949303500000.0,1.744,0.96151495
87877,9158262000.0,24460850000.0,58194317000.0,3.6536784,30.662401,259.55066,140.70853,91851055000.0,1.744,1.3703167
87878,17442324000.0,6758441500.0,87165110000.0,13.3830185,6.701806,142.69743,82.685974,111375974000.0,1.744,1.6332648
87879,5166147000.0,1952594800.0,40284955000.0,8.209686,1.5817236,114.91359,67.364456,47407940000.0,1.744,1.4867556
87880,3631315000.0,612904900.0,35414893000.0,10.642021,0.40753517,89.71268,57.033024,39661210000.0,1.744,1.8205243
87881,5376577500.0,1611155700.0,15418297000.0,4.7485886,3.0243192,100.89718,62.193134,22409361000.0,1.744,2.818417
87882,3129512000.0,1281423100.0,21847430000.0,6.366636,0.58494055,94.58753,56.57439,26258362000.0,1.744,2.353663
87883,2057487700.0,482099100.0,19256537000.0,7.025883,0.36884373,81.886406,51.824116,21798121000.0,1.744,1.5261844
89639,318820020000.0,93840966000.0,2244519400000.0,78.24715,37.8542,452.88666,170.97601,2657397000000.0,1.744,2.9427803
89640,22004558000.0,9286061000.0,25465602000.0,6.341774,20.884007,204.98589,87.9033,56779026000.0,1.744,1.0288482
89643,6019447000.0,943792060.0,38842040000.0,12.101702,0.5956005,90.453064,54.747593,45807743000.0,1.744,2.605074
91802,179259360000.0,176989540000.0,3483124000000.0,68.19233,27.399736,830.6363,240.12198,3839896600000.0,1.744,0.6587454
91803,1269162500.0,14949267000.0,18231070000.0,1.5442392,4.007018,242.0546,115.42155,34506433000.0,1.744,0.77597666
93253,240476850000.0,105039060000.0,2204337400000.0,72.03812,39.079872,616.3286,182.64774,2550096700000.0,1.744,0.9404418
93254,64714250000.0,19280785000.0,463905620000.0,32.559242,21.036573,213.8592,120.60241,547935160000.0,1.744,2.045884
93255,15411584000.0,2665446100.0,51616813000.0,9.926993,3.2626424,123.931244,75.01598,69699715000.0,1.744,3.0327244
93256,5642147000.0,546306940.0,43816010000.0,15.133489,0.29272923,85.06325,48.185402,50005897000.0,1.744,1.1122159
93257,3534005200.0,231016740.0,28296524000.0,11.692291,0.16882603,78.23812,45.33256,32061546000.0,1.744,2.6950037
94986,14808017000.0,2568512500.0,108125460000.0,20.165041,2.1122725,119.29838,71.44913,125509510000.0,1.744,2.203097
94987,14473815000.0,4294215200.0,76213944000.0,11.184242,4.4964924,145.92519,83.25947,94995490000.0,1.744,1.0822468
