SubhaloID,"$M_{gas},M_{\odot}$","$M_{stellar},M_{\odot}$","$M_{DM},M_{\odot}$",$R_{1/2M_{sub}}$(kpc),SFR($M_{\odot}/yr$),$V_{max}$(km/s),$\sigma_v$(km/s),M,z,$R_{1/2M_*}$
14530,13932682000.0,924444300.0,64939710000.0,12.744807,1.4219927,116.52978,66.48859,79798830000.0,2.577,3.63352
14531,14541405000.0,1073827300.0,52919970000.0,12.382343,1.0351982,109.62348,65.87236,68538974000.0,2.577,2.0296998
14532,9124941000.0,1003490000.0,50978390000.0,10.903416,0.8648496,110.512794,65.64491,61108100000.0,2.577,1.9356012
14533,6048754700.0,1123885700.0,26860420000.0,6.859125,3.0015721,103.672386,64.64967,34035218000.0,2.577,1.4720085
14535,3907099000.0,372345000.0,23539448000.0,8.751208,0.44923478,83.00948,50.064034,27821103000.0,2.577,1.5273612
14536,2719154700.0,1082028800.0,12151779000.0,4.148978,1.0085309,92.96334,59.389038,15955966000.0,2.577,1.1934676
14537,1580891500.0,165069420.0,12872781000.0,6.535634,0.16887367,69.38732,41.417316,14618743000.0,2.577,0.92899895
14538,1814128100.0,411563900.0,9093529000.0,4.631494,0.43191022,73.87769,43.22617,11320982000.0,2.577,1.6852602
14539,1488814800.0,192651120.0,10597698000.0,5.1441016,0.2207703,71.88766,44.882957,12279163000.0,2.577,1.45226
14546,1490056000.0,533004400.0,2165277000.0,1.6034824,2.0435884,77.60222,44.004223,4191036400.0,2.577,0.64697623
14548,632334700.0,189989380.0,5772560000.0,3.2045171,0.18123174,67.110176,42.972515,6596292600.0,2.577,0.93967885
14550,625594240.0,152193680.0,4954455000.0,3.2542133,0.13966879,62.52713,40.300358,5732243500.0,2.577,1.1940163
14552,378536420.0,221339740.0,4519313000.0,3.3270552,0.19014338,58.31974,34.546623,5119189000.0,2.577,1.3935951
17952,289506200000.0,221479060000.0,3092352900000.0,60.3438,143.70158,1425.1217,258.65997,3603469000000.0,2.577,0.25573084
17953,74021790000.0,114110325000.0,770463000000.0,19.30284,79.167915,696.4598,223.53001,958892800000.0,2.577,1.2483401
17954,9102428000.0,5718065700.0,34711134000.0,4.5413203,7.2306995,153.7926,95.72946,49545510000.0,2.577,2.0245302
17955,1170964900.0,13180533000.0,3980715800.0,0.3193773,17.895964,364.04953,145.8623,18387692000.0,2.577,0.23868611
19831,404243050000.0,279480240000.0,4337642200000.0,65.18327,340.75552,1603.7759,301.98322,5021555500000.0,2.577,0.25469685
19832,16269526000.0,1558154200.0,66203394000.0,12.010554,3.1106365,125.96772,72.92952,84032980000.0,2.577,3.821112
19833,5052096000.0,8807983000.0,33772788000.0,3.272137,5.87627,195.42038,106.67832,47653704000.0,2.577,0.8675177
19834,6036998700.0,1997180500.0,29473087000.0,4.6963267,5.974027,131.42143,82.99626,37511040000.0,2.577,1.5355694
19835,6876664300.0,624105100.0,24630708000.0,7.330413,2.238094,97.41997,59.773663,32131475000.0,2.577,1.8747616
19836,6332041000.0,226203440.0,18158926000.0,9.746384,0.6277476,73.93471,47.333843,24717170000.0,2.577,3.0114126
19837,3897699300.0,153556430.0,24650217000.0,11.3188925,0.22236535,74.8276,45.31032,28701475000.0,2.577,2.595922
19838,3454935800.0,198422850.0,15080257000.0,7.5525723,0.2856704,73.16979,41.89709,18733615000.0,2.577,1.7245338
19839,2655378000.0,213945600.0,12489366000.0,6.1760893,0.32274914,73.52486,44.444443,15358689000.0,2.577,1.4689305
19842,491578200.0,196152000.0,6163235300.0,4.98341,0.14825107,54.448425,34.922657,6850965000.0,2.577,1.5762453
22404,376433380000.0,122115056000.0,2822929600000.0,65.159775,269.73236,613.4981,223.63243,3321623500000.0,2.577,1.3245364
22405,67012150000.0,51195683000.0,575871100000.0,26.984228,54.116184,563.0964,156.82008,694190600000.0,2.577,0.3896516
22406,38940080000.0,23321367000.0,86896940000.0,6.0715303,35.73385,238.67253,135.92073,149191920000.0,2.577,2.3599305
22407,19088239000.0,14450959000.0,66244230000.0,4.579699,22.340582,216.84583,128.58861,99812390000.0,2.577,1.813524
22408,20744135000.0,2809762600.0,69435430000.0,10.186196,5.6965756,140.47354,82.114655,92993880000.0,2.577,2.4301658
22409,4880789000.0,608065500.0,35726170000.0,7.465549,1.690947,109.029274,70.303085,41215020000.0,2.577,1.0598831
22410,5248397300.0,364943140.0,27276958000.0,11.394311,0.3453056,78.96786,44.87555,32890296000.0,2.577,1.7962378
22411,3963792400.0,305404030.0,14999490000.0,6.1050596,0.7468805,83.77257,50.332138,19270234000.0,2.577,2.3969696
22412,3180412000.0,924991600.0,13765301000.0,4.5947714,1.6812052,94.478645,58.959637,17870703000.0,2.577,2.4578216
22413,2683641600.0,1009927100.0,12277012000.0,3.6690083,1.3716345,97.054504,57.02008,15973121000.0,2.577,1.5916033
22415,2121597000.0,249424110.0,14452271000.0,6.196496,0.34911597,77.592415,47.006393,16823292000.0,2.577,2.099033
22419,452082100.0,146957390.0,6912824000.0,3.4612703,0.1202185,68.51011,42.854855,7511863300.0,2.577,0.8846933
22420,771464000.0,406734140.0,2912597200.0,2.3849719,0.38913393,61.135082,37.346783,4090795000.0,2.577,0.8991547
22428,346265600.0,427615520.0,1113947000.0,0.92694724,0.33674952,66.319954,36.42053,1887828200.0,2.577,0.5725449
24779,144019540000.0,52576350000.0,927197800000.0,32.623363,45.653584,409.4638,165.16272,1123894000000.0,2.577,1.81609
24780,11253290000.0,794305200.0,53363732000.0,11.521786,1.0593088,112.43964,69.26261,65413313000.0,2.577,3.593484
24781,5547368400.0,5396966000.0,39814870000.0,5.4746737,4.561329,142.20149,86.62003,50766520000.0,2.577,2.4868212
24782,8703897000.0,373443000.0,49030005000.0,17.435518,0.28571045,85.92174,53.645763,58108936000.0,2.577,3.2496245
24783,4244050000.0,700456900.0,28575578000.0,8.257632,0.812356,95.64506,58.147972,33521406000.0,2.577,1.6375169
24784,1789510900.0,468494700.0,24620726000.0,8.372057,0.39134368,83.60237,52.027615,26878730000.0,2.577,2.662495
24785,1702722000.0,239770000.0,21155918000.0,7.946773,0.40159142,79.085594,49.013744,23098410000.0,2.577,1.1155189
24789,695951170.0,145480050.0,6523056000.0,4.040913,0.16192536,63.003643,36.61324,7364487700.0,2.577,1.1812961
24800,319107870.0,177140270.0,2073166600.0,1.5573342,0.20012459,59.774624,36.703983,2569414700.0,2.577,0.6519081
27090,399140620000.0,103509950000.0,2920915700000.0,64.36706,88.51511,632.56445,228.57108,3423769000000.0,2.577,2.044848
27091,27361580000.0,71498030000.0,315016100000.0,9.9043,43.803303,406.9108,199.07527,413982330000.0,2.577,1.453557
27092,26500010000.0,3379078700.0,130364930000.0,13.387017,11.686602,164.25957,105.75227,160247190000.0,2.577,2.7884846
27094,1309186300.0,4053890800.0,3434405000.0,1.0086404,4.355846,162.87318,75.43808,8813271000.0,2.577,0.5556802
27109,424887460.0,123041780.0,739152700.0,1.3096368,0.5714295,46.30482,28.567795,1287081900.0,2.577,1.1178628
28818,391304540000.0,179795660000.0,3042865600000.0,62.121964,91.51,851.99426,228.22041,3614348000000.0,2.577,0.9300313
28819,15932158000.0,19767198000.0,138856330000.0,9.309574,24.505013,317.03177,131.29549,174614400000.0,2.577,0.66023594
28820,14131755000.0,2630852000.0,106343150000.0,17.310867,2.4398022,129.81786,73.514435,123109640000.0,2.577,2.8629484
28822,1468668700.0,5759865300.0,1617605400.0,0.38417596,19.318249,223.30411,108.53262,8869579000.0,2.577,0.3094508
28823,3418204700.0,240302500.0,20569225000.0,8.952115,0.33304438,76.68832,44.5961,24229063000.0,2.577,1.6012592
28825,2697303800.0,151010400.0,15870228000.0,9.24879,0.28305495,66.476845,39.321598,18718544000.0,2.577,1.6851875
28828,965178500.0,134980380.0,9670694000.0,5.9837904,0.11176528,63.904606,37.400288,10770853000.0,2.577,0.78902394
31053,358065960000.0,133158470000.0,2747842000000.0,52.100105,199.02025,684.9519,242.17308,3239315500000.0,2.577,2.012682
31054,52079632000.0,9634454000.0,233714710000.0,21.810663,25.089617,210.73286,105.26507,295445100000.0,2.577,0.8006151
31056,23966400000.0,10019103000.0,103380190000.0,8.427099,20.301418,187.65277,119.20992,137383740000.0,2.577,1.615256
31057,13286162000.0,15404937000.0,38319325000.0,3.0465186,24.577578,218.73454,128.18333,67033223000.0,2.577,2.0735734
31058,6899665400.0,585010560.0,30640579000.0,12.065008,0.49919367,83.8931,56.426556,38126985000.0,2.577,5.2616935
31059,2451024400.0,527985440.0,19321422000.0,6.9018617,0.45650402,83.5408,50.030865,22300432000.0,2.577,2.9210408
31060,2084426100.0,587867400.0,15616584000.0,4.64649,0.842082,92.45904,57.14271,18288880000.0,2.577,1.8133086
32715,304509420000.0,195496400000.0,3113305500000.0,57.836292,151.10724,968.54596,252.97264,3613555700000.0,2.577,0.8054812
32716,21213510000.0,1360761300.0,90298230000.0,14.494344,2.6543233,129.7092,79.87262,112874610000.0,2.577,2.3121426
32717,5230835700.0,667245900.0,41763713000.0,9.826228,0.6501508,102.5284,62.381275,47663456000.0,2.577,1.6271627
32720,1759560400.0,349426530.0,12929953000.0,4.904748,0.56584185,82.846245,51.44126,15038940000.0,2.577,1.1700213
34267,395675170000.0,88335516000.0,3124196300000.0,46.01856,136.48837,640.93616,284.28067,3608355300000.0,2.577,1.155243
34269,6427950000.0,14801630000.0,31497249000.0,2.3432968,8.461919,295.0388,132.59647,52770013000.0,2.577,0.49034214
34270,4695420400.0,15363199000.0,15840283000.0,1.3137681,13.597703,271.52533,140.68886,35945976000.0,2.577,0.6032739
34271,2987563000.0,232748160.0,27187569000.0,11.378369,0.25055864,75.92352,46.03518,30407879000.0,2.577,1.7792456
34273,2177719800.0,754122000.0,9064035000.0,3.5078883,1.5859376,87.12421,52.923695,11999394000.0,2.577,0.9740476
34276,606405200.0,524474340.0,2235607800.0,1.2066246,0.8226104,78.48213,51.13966,3366487300.0,2.577,0.89199
35457,234074520000.0,37044265000.0,1441548700000.0,54.495583,62.703716,272.42145,167.85165,1712716400000.0,2.577,3.9130902
35458,111425670000.0,19223978000.0,550560700000.0,28.754002,22.54447,226.89217,138.80666,681239840000.0,2.577,3.3946786
35459,34505780000.0,9847771000.0,143218660000.0,11.568126,24.440414,188.61438,118.785095,187589670000.0,2.577,1.8880811
35460,7545627600.0,7090158600.0,50920767000.0,5.6761627,10.6464815,184.95123,103.269966,65567715000.0,2.577,1.1014473
35461,14371840000.0,2293059000.0,30984514000.0,6.081713,7.5195575,132.81035,80.09662,47651975000.0,2.577,3.2578568
35462,9328089000.0,434628160.0,40718283000.0,11.6952505,0.60273755,97.349014,59.962643,50481000000.0,2.577,4.091666
35463,4083782400.0,410333500.0,27932619000.0,9.247557,0.61513543,89.88089,56.418026,32426736000.0,2.577,1.1354377
35464,2617574400.0,352933950.0,14020305000.0,5.0347185,0.5890615,86.15783,53.65923,16990813000.0,2.577,2.2943735
35465,2794656300.0,621804300.0,10378993000.0,4.2156973,1.2028337,85.40896,52.65427,13795452000.0,2.577,2.302107
35466,1800416400.0,396550820.0,16513188000.0,5.4215174,0.39005646,87.27664,56.11305,18712291000.0,2.577,1.4624882
35469,1309815400.0,426240000.0,4610516000.0,2.7012398,0.62268746,72.574684,43.27851,6346571300.0,2.577,1.5298846
37464,282302050000.0,75710415000.0,2083907300000.0,43.603584,102.44988,386.98184,220.76494,2442013700000.0,2.577,2.686365
37465,41977510000.0,30260340000.0,427817400000.0,21.250927,35.55621,342.40228,144.63747,500113180000.0,2.577,1.0316006
37466,17901040000.0,10521810000.0,44318302000.0,3.8632004,31.695978,203.41402,128.71553,72762520000.0,2.577,1.338339
37467,1763809800.0,828559300.0,8205547500.0,3.3383288,1.0398482,83.67382,51.15671,10797917000.0,2.577,1.2772589
37468,1305813800.0,761609000.0,1924337800.0,0.97685784,2.7255805,95.92201,59.005592,3991760600.0,2.577,0.52499616
37473,724910100.0,329799170.0,2351313200.0,1.4363617,0.993192,72.16645,43.45714,3406022100.0,2.577,0.9001521
39022,5293902000.0,332822800.0,43894505000.0,13.420932,0.31115538,89.25484,53.255726,49522573000.0,2.577,1.9270428
39023,2424580000.0,3161664800.0,5088311000.0,1.3960036,4.735327,138.94849,77.69043,10684596000.0,2.577,0.54732764
39024,585946430.0,2479639600.0,3910839300.0,1.0802071,1.4794347,133.27826,68.93285,6987355000.0,2.577,0.5094396
39026,281286140.0,899202370.0,1165220400.0,0.4814724,3.9445481,103.210754,63.782555,2345709000.0,2.577,0.46717864
40302,218321810000.0,50667380000.0,1660740300000.0,42.870018,112.79504,368.29337,202.16441,1929777100000.0,2.577,1.9803644
40303,54814100000.0,15740952000.0,262801230000.0,16.330978,25.570164,213.5583,123.800064,333371180000.0,2.577,2.9253907
40305,3130260700.0,377274700.0,30193637000.0,8.936152,0.28338155,90.09693,53.300697,33701173000.0,2.577,1.98822
40306,3718178300.0,490773060.0,22049346000.0,7.3909683,0.7781283,88.40563,54.286274,26259880000.0,2.577,3.6786323
40307,1998498000.0,782565950.0,11971188000.0,3.5491724,1.4342306,96.349236,60.128708,14754723000.0,2.577,1.829482
40308,756309800.0,185399120.0,8779082000.0,4.202613,0.16132662,71.952965,43.162785,9720792000.0,2.577,1.6394992
41838,215057120000.0,50353070000.0,1243335100000.0,46.64631,70.53365,331.49588,158.91177,1508808600000.0,2.577,3.148471
41839,51988775000.0,11868109000.0,243635880000.0,17.407227,20.84424,196.19118,113.14342,307505170000.0,2.577,2.940229
41840,15439854000.0,1633601000.0,93719930000.0,14.949014,2.8909404,126.280624,78.39891,110796595000.0,2.577,1.8151727
41841,11030021000.0,637153150.0,49419320000.0,15.071655,0.7644732,94.35265,57.623363,61088650000.0,2.577,2.7412758
41842,7573640000.0,269484500.0,32472803000.0,13.18458,0.67872983,81.14098,47.062893,40317360000.0,2.577,3.7991555
41843,6426969000.0,1282657800.0,24838070000.0,6.8910284,1.4834234,100.84483,61.2098,32550568000.0,2.577,1.5992897
43496,15544076000.0,27557962000.0,126062050000.0,6.1257215,38.406944,317.53,156.97522,169213070000.0,2.577,0.79738575
43499,631201600.0,301335700.0,6616074000.0,2.9250867,0.42616862,74.83212,48.695377,7548611600.0,2.577,0.98390234
44458,229670620000.0,88003740000.0,1943148000000.0,52.326504,43.731693,633.6254,205.94772,2261020000000.0,2.577,0.65380734
44459,11920455000.0,8672249000.0,21677273000.0,3.40068,12.865183,166.12154,99.68211,42286780000.0,2.577,1.9421761
44460,13010015000.0,2677076200.0,41465600000.0,6.656147,5.7684455,135.9274,82.95135,57157456000.0,2.577,2.6464276
44461,2007286300.0,395613400.0,18600874000.0,5.7909155,0.31850803,88.4736,54.293213,21005498000.0,2.577,1.1340479
44462,1557539800.0,304491550.0,8384776000.0,3.2437754,0.8065204,84.2306,52.67608,10246809000.0,2.577,1.6107247
45407,192090570000.0,128572220000.0,1906681200000.0,46.86761,60.93492,617.28894,207.68394,2227567600000.0,2.577,2.2215986
45408,12210817000.0,1316751400.0,72817200000.0,13.242666,1.2691764,118.46795,68.983215,86346810000.0,2.577,3.650582
46598,114533560000.0,22567608000.0,769207440000.0,44.95362,27.466078,234.63759,129.45485,906343150000.0,2.577,2.7052095
46599,30653493000.0,6519049700.0,153107150000.0,13.127719,9.817709,178.60202,112.41577,190288630000.0,2.577,3.47823
46600,31098409000.0,7580510000.0,144720560000.0,13.907226,18.186241,180.52591,107.04268,183412160000.0,2.577,1.8274828
46601,24237515000.0,6657168400.0,133135490000.0,14.247312,8.007867,169.23692,94.66835,164040980000.0,2.577,1.9363052
46602,10205746000.0,938600700.0,58928476000.0,11.987633,1.261672,112.19254,70.29326,70074590000.0,2.577,1.6986426
46603,4763550000.0,516467970.0,22971357000.0,8.602396,0.8084293,84.948296,52.41645,28251374000.0,2.577,1.819554
46604,2588175600.0,799640700.0,13742159000.0,3.7249105,0.9791199,99.573105,60.538433,17132008000.0,2.577,1.276884
47903,143952860000.0,19564750000.0,907563300000.0,45.064022,22.589487,226.82295,141.83633,1071098700000.0,2.577,3.309198
47904,72278925000.0,20926743000.0,468931300000.0,26.70596,23.627535,243.0789,140.27527,562171200000.0,2.577,1.6031992
47905,10025700000.0,5130610700.0,40147014000.0,4.5532193,14.129714,165.88109,101.44277,55313846000.0,2.577,1.4547211
47906,8658854000.0,2711638000.0,54464074000.0,7.060789,4.6031375,141.69897,89.05669,65839022000.0,2.577,2.4980304
47907,1463953500.0,297336580.0,13576995000.0,5.132705,0.36324218,80.65955,51.482414,15338285000.0,2.577,0.8076002
47910,967492160.0,171956900.0,5246668300.0,3.361056,0.30540386,64.252846,40.587116,6386117000.0,2.577,1.5610919
49009,164990840000.0,98375795000.0,1577013600000.0,46.030514,123.178116,848.6358,201.62149,1840651400000.0,2.577,0.32944995
49010,2583622700.0,146984340.0,20350065000.0,9.350738,0.14205875,72.92282,45.662426,23081908000.0,2.577,2.1318045
49011,1743415000.0,150919340.0,14256254000.0,8.010503,0.12637776,65.98789,39.580326,16150589000.0,2.577,1.4610898
49012,619059800.0,145218980.0,7587544600.0,4.316596,0.20886008,64.788284,39.913258,8351823400.0,2.577,1.0128971
50017,76345205000.0,48423480000.0,834444800000.0,38.508743,44.019108,454.04886,152.07317,959279000000.0,2.577,0.7508535
50018,66165813000.0,35792245000.0,451438940000.0,21.13641,39.513744,331.40167,148.63434,553455900000.0,2.577,2.1674986
50019,2705299200.0,812693600.0,12355057000.0,4.344515,0.96467406,90.35377,56.241116,15875151000.0,2.577,1.4070401
50988,138677450000.0,80558670000.0,1407923400000.0,44.34059,101.97283,676.56104,190.64224,1627328000000.0,2.577,0.4508982
50989,13025579000.0,966913340.0,79494530000.0,16.811462,1.0147177,109.3766,67.2973,93488970000.0,2.577,1.6660432
50990,10518973000.0,838066750.0,62107877000.0,13.3207245,0.9590575,109.00058,65.51073,73466920000.0,2.577,1.928718
50991,1909103400.0,211908590.0,14186831000.0,5.281192,0.29289678,82.329475,51.61618,16307841000.0,2.577,1.7854306
50994,803295740.0,159807760.0,4347797000.0,3.3289633,0.17611547,59.84522,38.1092,5310900000.0,2.577,1.3067462
52005,178412140000.0,45646303000.0,1194978800000.0,40.809246,59.166924,445.61682,190.68971,1419132100000.0,2.577,0.680466
52006,25231186000.0,16477398000.0,70981345000.0,5.8826346,19.777466,207.6474,125.88737,112704170000.0,2.577,3.8353498
52007,10049880000.0,3971920000.0,30397823000.0,4.570492,7.1789756,147.44608,93.50672,44426760000.0,2.577,2.7812688
52011,312134240.0,162462510.0,2560490000.0,1.984891,0.14226371,58.503353,37.096184,3035086800.0,2.577,0.9948713
52837,155452780000.0,88512406000.0,1418081900000.0,42.04091,42.859596,651.4909,192.3288,1662260300000.0,2.577,0.9213387
52838,7209136000.0,851888450.0,26136693000.0,6.5253525,1.8182243,106.620735,62.507423,34197720000.0,2.577,2.8929849
53598,122225170000.0,5059295000.0,721443800000.0,55.01236,7.631484,184.00041,119.7333,848734060000.0,2.577,3.571086
53599,23045747000.0,17059807000.0,194982460000.0,13.66348,18.666315,300.53793,124.36102,235133980000.0,2.577,0.53549254
53600,27697928000.0,3405649200.0,160665650000.0,16.917719,5.110374,157.06589,92.3372,191772080000.0,2.577,3.6562274
53601,20794081000.0,1493877000.0,82950260000.0,11.977499,5.7046757,137.64311,91.98253,105240640000.0,2.577,3.5477571
53603,4200315000.0,1095523600.0,12793376000.0,3.205106,3.6994607,110.284,70.8769,18091729000.0,2.577,1.4806167
53604,2408605700.0,189382000.0,20633203000.0,7.888765,0.24820122,79.63756,49.9828,23231191000.0,2.577,1.4729906
53605,1988684800.0,452266240.0,5904146400.0,3.2655888,0.79064184,75.32173,47.61848,8345097000.0,2.577,1.3457003
53607,1035040700.0,387289000.0,4837842400.0,2.1370208,0.6447943,81.01466,51.55107,6260172300.0,2.577,1.1511116
53610,641753900.0,389291040.0,1299529200.0,0.9452955,0.90674245,73.364044,43.155117,2330574000.0,2.577,0.66188383
54774,164902470000.0,60676612000.0,1341336000000.0,43.697227,162.02408,453.53442,180.5841,1567001400000.0,2.577,0.92302305
54775,7186296300.0,492209120.0,40280867000.0,11.057525,0.5207666,96.960205,59.320168,47960840000.0,2.577,2.0770342
54776,4631528400.0,595949800.0,33554084000.0,9.439827,0.48980916,94.41243,56.372913,38783340000.0,2.577,1.2566345
54777,4177699800.0,868805700.0,11703024000.0,4.125556,2.4115179,93.53213,54.87667,16751464000.0,2.577,2.2418191
55784,130664430000.0,87759495000.0,1500596500000.0,39.288162,142.09334,764.1242,209.93188,1719188000000.0,2.577,0.37657136
55787,382937470.0,188967630.0,4398162400.0,2.504985,0.24513684,67.01603,42.547825,4970067500.0,2.577,1.029778
56395,140174070000.0,80658390000.0,1353366200000.0,43.28689,54.972466,585.9151,187.16664,1574357200000.0,2.577,0.7563118
56396,2376124700.0,652236740.0,11744768000.0,3.8430066,1.5297004,90.984055,57.928333,14773130000.0,2.577,1.2615819
